Codigo,Medicamento,Accion Terapeutica,Laboratorio
M0000007620,BENZOLAM,Ansiolítico - Desórdenes relacionados con el pánico,BAGO
M0000007621,BENZOSED,Sedante,DELTA
M0000007622,BENZYCOL,Antiinflamatorio, analgésico, antiséptico/anestésico,LICOL
M0000007623,BERIATE,Concentrado de factor VIII pasteurizado,BIOTOSCANA
M0000007624,BERIGLOBINA P,Gammaglobulina humana normal pasteurizada,BIOTOSCANA
M0000007625,BERININ P,Fracción de plasma humano con factor IX,BIOTOSCANA
M0000007626,BERIPLAST P,Sellante de fibrina,BIOTOSCANA
M0000007627,BERODUAL,Broncodilatador,BOEH.INGEL.
M0000007628,BEROMEL,Expectorante,GRUINFACOL
M0000007629,BEST DIAR,Antimicótico protector cutáneo (antipañalitis),BEST
M0000007630,BEST SURE,Alimento proteínico enriquecido,BEST
M0000007631,BEST SURE LIGHT CON FIBRA,Alimento proteínico con fibra,BEST
M0000007632,BETA-NECROTON,Hepatoterápico,INCOBRA
M0000007633,BETADIP,Corticoide,PROFMA
M0000007634,BETADUO,Corticosteroide sistémico de doble acción: Inmediata y prolongada,PROCAPS
M0000007635,BETAFERON,Inmunomodulador,BHC - BAYER
M0000007636,BETAGEN,Antimicrobiano, Antifúngico, Corticoide tópico,COASPHARMA
M0000007637,BETAHISTINA,Antivertiginoso,GENFAR
M0000007638,BETAHISTINA DICLORHIDRATO LA SANTE,Antivertiginoso,LA SANTE
M0000007639,BETAHISTINA MK,Antivertiginoso,MK
M0000007640,BETALFATRUS,Laca de uña,ISDIN
M0000007641,BETAMETASONA,Corticosteroide,GENFAR
M0000007642,BETAMETASONA,Antiinflamatorio esteroide, inmunosupresor,CARLON
M0000007643,BETAMETASONA + CLOTRIMAZOL + NEOMICINA,Antiinflamatorio, Antibacteriano, Antimicótico,GENFAR
M0000007644,BETAMETASONA MK,Corticosteroide de acción inmediata,MK
M0000007645,BETAMETASONA SODIO FOSFATO,Terapia corticosteroide,SICMAFARMA
M0000007646,BETAZKOV,Corticosteroide,BLASKOV
M0000007647,BETOPTIC S,Tratamiento del glaucoma,ALCON
M0000007648,BEXON,Antibiótico,TECNOFARMA
M0000007649,BEXON DUO,Antibiótico bactericida y antimicótico para uso tópico vaginal,TECNOFARMA
M0000007650,BI-EUGLUCON,Antidiabético Oral,ROCHE
M0000007651,BIANOS,Antiparasitario,PROCAPS
M0000007652,BICALM,Corticosteroide tópico,LABINCO
M0000007653,BICARBONATO DE SODIO,Alcalinizante,CARLON
M0000007654,BICOFILIN,Broncodilatador,NOVAMED
M0000007655,BIENEX / BIENEX FAST,Antiinflamatorio,PROCAPS
M0000007656,BIFIDOLAC,Protector y restaurador fisiológico de la flora intestinal,CHALVER
M0000007657,BIGUAX,Antidiabético oral,GARMISCH
M0000007658,BILAXTEN,Antihistamínico,FAES FARMA
M0000007659,BILIFOR,Colagogo, Colerético, Laxante de contacto,GRUINFACOL
M0000007660,BILIFOR-N,Laxante,GRUINFACOL
M0000007661,BILLOX,Microrganismos antidiarreicos,NOVAMED
M0000007662,BINOTAL,Antibiótico de amplio espectro, Bactericida,BHC - BAYER
M0000007663,BIOCAR-E - CL,Vitamínico,NOVAMED
M0000007664,BIODERM,Antiinflamatorio, fungicida, bactericida de acción integral contra las dermatosis,SIEGFRIED
M0000007665,BIOFIL,Hidratante vaginal,BIOPAS
M0000007666,BIOGENTA OFTALMICA,Antibiótico oftálmico,CHALVER
M0000007667,BIOSYLUM,Regulador intestinal, régimen de fibra natural,ECAR
M0000007668,BIOTIN 900 MCG SUNDOWN NATURALS,Vitamínico,SUNDOWN NAT.
M0000007669,BIOTOPIX,CremaTratamiento avanzado para líneas de expresión y surcos cutáneos,DERMOETIKA
M0000007670,BIOTOPIX SPECIFIC ALARGADOR PESTAÑAS,EmulsiónTratamiento avanzado alargador de pestañas,DERMOETIKA
M0000007671,BIOTOPIX SPECIFIC ANTIBOLSAS Y ANTIOJERA,CremaTratamiento avanzado: antibolsas y antiojeras,DERMOETIKA
M0000007672,BIOTOPIX SPECIFIC LIFTING FACIAL INST.,CremaTratamiento avanzado: lifting facial instantáneo,DERMOETIKA
M0000007673,BIPERIDENO HCL MK,Antiparkinsoniano, Anticolinérgico de acción central,MK
M0000007674,BIRETIX DUO,Exfoliativo,MEDIVELIUS
M0000007675,BIRETIX MASK,Exfoliativo,MEDIVELIUS
M0000007676,BIRTEX,Antihistamínico,GRUPO UNIPHARM
M0000007677,BISACODILO,Laxante,RECIPE
M0000007678,BISACODILO HUMAX,Laxante,HUMAX
M0000007679,BISBACTER,Tratamiento de diarreas, úlcera péptica, gastritis,ABBOTT
M0000007680,BISOLVON LINCTUS,Mucolítico,BOEH.INGEL.
M0000007681,BLADURIL,Antiespasmódico vesical selectivo,TECNOQUIMICAS
M0000007682,BLASGRIP,Antigripal,BLASKOV
M0000007683,BLASK,Anticonvulsivo, Antiepiléptico,BLASKOV
M0000007684,BLASKET,Antihistamínico oftálmico,BLASKOV
M0000007685,BLEF-10,Antiinfeccioso oftálmico,ALLERGAN
M0000007686,BLEFAMIDE,Antiinflamatorio oftálmico, Antiinfeccioso,ALLERGAN
M0000007687,BLEFAMIDE S.O.P.,Antiinfeccioso, Antiinflamatorio oftálmico,ALLERGAN
M0000007688,BLEMIL PLUS 1 AE NUTRIEXPERT,Fórmula de inicio con hierro y b-palmitato para lactantes desde el nacimiento, hasta el sexto mes de vida,FAES FARMA
M0000007689,BLEMIL PLUS 1 ARROZ HIDROLIZADO,Fórmula Vegetal de inicio con proteínas de arroz hidrolizadas para lactantes de 0 a 6 meses de edad,FAES FARMA
M0000007690,BLEMIL PLUS 1 NUTRIEXPERT,Fórmula Láctea de inicio con hierro y prebióticos para lactantes de 0-6 meses de edad,FAES FARMA
M0000007691,BLEMIL PLUS 2 AE NUTRIEXPERT,Fórmula Láctea de continuación con hierro y b-palmitato para lactantes a partir de los 6 meses de edad,FAES FARMA
M0000007692,BLEMIL PLUS 2 ARROZ HIDROLIZADO,Fórmula Vegetal de continuación con proteínas de arroz hidrolizadas para lactantes de 6 meses a 3 años de edad,FAES FARMA
M0000007693,BLEMIL PLUS 2 NUTRIEXPERT,Fórmula Láctea de continuación con hierro para lactantes de 6 a 12 meses de edad,FAES FARMA
M0000007694,BLEMIL PLUS 3,Alimento Lácteo para niños en crecimiento, 0% azúcar añadido,FAES FARMA
M0000007695,BLEMIL PLUS ARAC,Fórmula Láctea con hierro para lactantes de 0 a 12 meses de edad, Antirregurgitación-Anticólico,FAES FARMA
M0000007696,BLEMIL PLUS PREMATUROS,Fórmula Láctea para recién nacidos de bajo peso prematuros,FAES FARMA
M0000007697,BLEPHAGEL,Limpiador para párpados y pestañas,ALLERGAN
M0000007698,BLEVIT PLUS AD,Papilla instantánea sin gluten elaborada a partir de arroz dextrinado y zanahoria, brindando un efecto astringente,FAES FARMA
M0000007699,BLEVIT PLUS AE,Papilla instantánea con 8 cereales dextrinados y efecto superfibra (AE),FAES FARMA
M0000007700,BLEVIT PLUS SIN GLUTEN,Papilla instantánea de cereales dextrinados,FAES FARMA
M0000007701,BLOFOP,Anestésico,BLASKOV
M0000007702,BLOMINDEX (BLEOMICINA) PISA,Coadyuvante en el tratamiento de células escamosas, carcinoma testicular y linfomas,PISA
M0000007703,BON STAR,Sedante naturalFitoterapéutico,NATURAL FRESHLY
M0000007704,BONAMES,Inhibidor de la resorción osteoclástica,FARMA COLOMBIA
M0000007705,BONDIGEST,Gastroprocinéticos,ABBOTT
M0000007706,BONDIGEST COMPLEX,Antidispéptico, Gastroprocinético,ABBOTT
M0000007707,BONDRONAT,Osteopatías,ROCHE
M0000007708,BONENZIM,Antidispéptico, Antiflatulento,ABBOTT
M0000007709,BONESE,Inhibidor de la resorción ósea,PROCAPS
M0000007710,BONESE INYECTABLE,Inhibidor de la reabsorción ósea,PROCAPS
M0000007711,BONESPAS,Analgésico, Antiespasmódico, Antipirético,ETYC
M0000007712,BONVIVA,Osteopatías,ROCHE
M0000007713,BOOSTRIX,Vacuna combinada de la difteria, el tétanos y de la tos ferina acelular,GLAXOSMITHKLINE
M0000007714,BOPLATEX (CARBOPLATINO) PISA,Coadyuvante en el tratamiento del cáncer avanzado de ovario de origen epitelial, en el tratamiento de cáncer de ovario avanzado en combinación con otros agentes quimioterapéuticos,PISA
M0000007715,BORNOCH,Suplemento nutricional,SICFA
M0000007716,BORTEN BORTEZOMIB,Antineoplásico,HUMAX
M0000007717,BORTEZOMIB,Antineoplásico,HB HUMAN BIOSC
M0000007718,BOSENTAN MK,Antihipertensivo, Antagonista dual de los receptores de endotelina,MK
M0000007719,BOTOX,Tratamiento de la hiperactividad muscular,ALLERGAN
M0000007720,BRAMITOB,Aminoglucósido, Antibacteriano,AMAREY
M0000007721,BRIDION,Bloqueante neuromuscular,MSD
M0000007722,BRILINTA,Antiagregante plaquetario,ASTRAZENECA
M0000007723,BRIMODELT GOTAS OFTALMICAS,Antihipertensivo ocular,DELTA
M0000007724,BRIMODELT PLUS GOTAS OFTALMICAS,Antihipertensivo ocular,DELTA
M0000007725,BRIMOFTAL - BRIMOFTAL P,Simpaticomimético en la terapia del glaucoma,MK VISION
M0000007726,BRIMOLOL,Simpaticomimético en combinación con bbloqueadores para la reducción de la presión intraocular,MK VISION
M0000007727,BRINAVESS,Antiarrítmico,BIOSPIFAR
M0000007728,BRINTELLIX,Antidepresivo,LUNDBECK
M0000007729,BROMAZEPAM,Ansiolítico,GENFAR
M0000007730,BROMHEXINA LA SANTE,Mucolítico,LA SANTE
M0000007731,BROMUREX (PANCURONIO) PISA,Relajante muscular, Útil en procedimientos quirúrgicos,PISA
M0000007732,BROMURO DE IPRATROPIO MK,Anticolinérgico inhalado,MK
M0000007733,BROMUX,Antiespasmódico intestinal,GARMISCH
M0000007734,BRONCOCHEM,Expectorante mucolítico de uso exclusivo para adultos,SIEGFRIED
M0000007735,BRONCOCHEM F,Antitusivo, antialérgico y broncodilatador,SIEGFRIED
M0000007736,BRONCODEX,Expectorante, Mucolítico,GRUINFACOL
M0000007737,BRONER,Tratamiento de rinitis estacional o perenne,PROCAPS
M0000007738,BRONQUISOL GARGANTA,Antiséptico Bucofaríngeo,JGB
M0000007739,BRONQUISOL JARABE ADULTOS Y PEDIATRICO,Niños: Mucolítico sabor a cereza, Adultos: Mucolítico con Miel Natural,JGB
M0000007740,BRONQUISOL JARABE TOS SECA,Antitusivo, Expectorante,JGB
M0000007741,BROSPASMOL,Antiespasmódico gastrointestinal,LABINCO
M0000007742,BROXOL,Broncodilatador,INCOBRA
M0000007743,BUCLIZINA MK,Antihistamínico,MK
M0000007744,BUCOXOL,Antiséptico bucofaríngeo,LA SANTE
M0000007745,BUCOXOL FORTE TRIPLE ACCION,Antiinflamatorio, analgésico y antiséptico bucofaríngeo,LA SANTE
M0000007746,BUCOXOL TRIPLE ACCION,Analgésico, Antiinflamatorio, Antiséptico bucofaríngeo,LA SANTE
M0000007747,BUDECUTEN F,Antiinflamatorio, antibacteriano y antimicótico tópico,LACICO
M0000007748,BUDEMAR,Corticosteroide,BIOTOSCANA
M0000007749,BUDEMAR DUO,Inhalador de dosis medida (IDM), aerosol bucal, libre de CFC (Budesonida/formoterol fumarato),BIOTOSCANA
M0000007750,BUDENOFALK,Corticosteroide,BIOTOSCANA
M0000007751,BUFEDOL,Analgésico, Antiinflamatorio no esteroide,GRUINFACOL
M0000007752,BUMETIN,Antiespasmódico y normocinético,GALENO QUIMICA
M0000007753,BUPIVACAINA CLORHIDRATO,Anestésico local para infiltración,SICMAFARMA
M0000007754,BUSCAPINA,Anticolinérgico, Antiespasmódico,BOEH.INGEL.
M0000007755,BUSCAPINA COMPOSITUM,Antiespasmódico, Analgésico,BOEH.INGEL.
M0000007756,BUSCAPINA COMPOSITUM NF,Antiespasmódico, Analgésico,BOEH.INGEL.
M0000007757,BUSPIRONA,Ansiolítico,GENFAR
M0000007758,BUTILBROMURO DE HIOSCINA,Anticolinérgico, antimuscarínico,CARLON
M0000007759,BUTIMERIN,Antiséptico, Desinfectante,BAGO
M0000007760,BUVACAINA (BUPIVACAINA) PISA,Anestésico local,PISA
M0000007761,BYDUREON,Agente Antidiabético,ASTRAZENECA
M0000007762,BYETTA,Antidiabético,ASTRAZENECA
M0000007763,C VITAL GOTAS,Antioxidante, Suplemento vitamínico,NEVOX FARMA
M0000007764,CABERTRIX,Inhibidor de la prolactina,TECNOFARMA
M0000007765,CAFEINNOVA,Estimulante del sistema nervioso central,HUMAX
M0000007766,CALCI RANDE,Alimento,RANDE
M0000007767,CALCIBON D,Suplemento de calcio + vitamina D3,FARMA COLOMBIA
M0000007768,CALCIBON D SOYA,Suplemento nutricional, Antiosteoporótico,FARMA COLOMBIA
M0000007769,CALCIBON MIN,Suplemento de calcio, vitamina D3 y minerales,FARMA COLOMBIA
M0000007770,CALCIBON NATAL,Suplemento de calcio, vitamina D, ácido fólico,FARMA COLOMBIA
M0000007771,CALCIO + VITAMINA D,Suplemento nutricional, Calcioterápico, Vitamínico,GENFAR
M0000007772,CALCIO D + VITAMINA D3,Suplemento dietario,LICOL
M0000007773,CALCIO MAGNESIO Y ZINC - SUNDOWN,Suplemento mineral,SUNDOWN NAT.
M0000007774,CALCIO MAGNESIO ZINC,Prevención de las deficiencias de Calcio, osteoporosis y dolores articulares,MINERALIN
M0000007775,CALCITRAL,Suplemento de calcio, sabor a naranja,SIEGFRIED
M0000007776,CALCITRAL D,Suplemento de calcio y vitamina D, sabor a naranja,SIEGFRIED
M0000007777,CALDORAL,Suplemento de calcio,ABBOTT
M0000007778,CALENDULA SUSPENSION,Antiinflamatorio,JULEPS
M0000007779,CALMIDOL,Analgésico no narcótico, Antipirético,SANOFI AVENTIS
M0000007780,CALMIDOL COMPUESTO,Analgésico,SANOFI AVENTIS
M0000007781,CALPRAX CLEAR,Antipruriginoso,GENFAR
M0000007782,CAMPTOSAR,Antineoplásico,PFIZER
M0000007783,CANCIDAS,Antifúngico,MSD
M0000007784,CANDEPREX,Antihipertensivo,GARMISCH
M0000007785,CANDESARTAN,Antihipertensivo,GENFAR
M0000007786,CAOSOL (FINASTERIDA) PISA,Terapia corticoesteroide,PISA
M0000007787,CAPEC,Antineoplásico,HUMAX
M0000007788,CAPRIMIDA D,Suplemento de calcio + vitamina D3,ABBOTT
M0000007789,CAPRIMIDA SOYA,Suplemento de las deficiencias de calcio y vitamina D,ABBOTT
M0000007790,CAPTOPRIL,Antihipertensivo, Inhibidor de la ECA,GENFAR
M0000007791,CAPTOPRIL,Antihipertensivo, inhibidor de la ECA,RECIPE
M0000007792,CAPTOPRIL MK,Antihipertensivo inhibidor de la enzima convertidora de angiotensina,MK
M0000007793,CARBAMAZEPINA,Anticonvulsivo, Antiepiléptico,GENFAR
M0000007794,CARBAMAZEPINA,Anticonvulsivante, antineurálgico, antimaníaco, antidiurético,RECIPE
M0000007795,CARBAMAZEPINA MK,Anticonvulsivante,MK
M0000007796,CARBIDOPA + LEVODOPA,Antiparkinsoniano,GENFAR
M0000007797,CARBOLIT 300,Antimaníaco, adyuvante antidepresor,BUSSIE
M0000007798,CARBONATO DE CALCIO,Suplemento de calcio,GENFAR
M0000007799,CARBOPLATINO,Antineoplásico,BLAU
M0000007800,CARDIK,Antagonistas de Receptor de Angiotensina II,LEGRAND
M0000007801,CARDIK 3,Otras combinaciones con Antagonistas de Receptor de Angiotensina II,LEGRAND
M0000007802,CARDIK A,Antagonistas de Receptor de Angiotensina II + Bloqueador de los canales de calcio,LEGRAND
M0000007803,CARDIOASPIRINA,Antiagregante plaquetario,BHC - BAYER
M0000007804,CARDIOCAP,Antagonistas de los Receptores de Angiotensina II,LEGRAND
M0000007805,CARDIOCAP A,Antagonistas de Receptor de Angiotensina II + Bloqueadores de los canales de Calcio,LEGRAND
M0000007806,CARDIOCAP H,Antagonistas del Receptor de Angiotensina II + Diuréticos,LEGRAND
M0000007807,CARDIOMAX,Hipocolesterolemiante,ABBOTT
M0000007808,CARDIOMAX PLUS,Hipocolesterolemiante,ABBOTT
M0000007809,CARDIOSOL,Antianginoso, Antihipertensivo,PROCAPS
M0000007810,CARDIOTAN (VALSARTAN),Antihipertensivo,HUMAX
M0000007811,CARDURAN - CARDURAN XL,Antihipertensivo, Antiprostático,PFIZER
M0000007812,CARDUUS MARIANUS (SILIMARINA),Ayuda a purificar y fortalecer el Higado,MINERALIN
M0000007813,CARMELUB TEARS,Lubricantes oculares mucomiméticos,MK VISION
M0000007814,CARMELUB TEARSGEL,Lubricantes Oculares Mucomiméticos,MK VISION
M0000007815,CARNITINOVA,Activador metabólico muscular,HUMAX
M0000007816,CARPROL LS,Antihipertensivo,HUMAX
M0000007817,CARTILOX,Tratamiento osteoartrosis de rodilla,GALENO QUIMICA
M0000007818,CARTILOX PLUS,Tratamiento osteoartrosis de rodilla,GALENO QUIMICA
M0000007819,CARTIX,Antiartrósico,GARMISCH
M0000007820,CARVEDIL,Antihipertensivo, bloqueador beta con acción vasodilatadora,GARMISCH
M0000007821,CARVEDILOL,Antihipertensivo,GENFAR
M0000007822,CARVEDILOL LA SANTE,Antihipertensivo,LA SANTE
M0000007823,CATAPRESAN,Antihipertensivo,BOEH.INGEL.
M0000007824,CAVERJECT,Tratamiento de la disfunción eréctil,PFIZER
M0000007825,CEBION,Suplemento vitamínico,MERCK S.A.
M0000007826,CEDAR,Antihistamínico con efecto sedante,SIEGFRIED
M0000007827,CEFADROXILO,Antibiótico - Cefalosporínico de primera generación,RECIPE
M0000007828,CEFADROXILO,Antibiótico, Bactericida de amplio espectro,GENFAR
M0000007829,CEFADROXILO LA SANTE,Antibiótico de amplio espectro,LA SANTE
M0000007830,CEFALEXINA,Antibiótico Cefalosporínico,RECIPE
M0000007831,CEFALEXINA,Antibiótico cefalosporínico,LABINCO
M0000007832,CEFALEXINA,Antibiótico de amplio espectro,GENFAR
M0000007833,CEFALEXINA MK,Antibiótico de uso sistémico, Cefalosporina de primera generación,MK
M0000007834,CEFALOTINA,Antibiótico,BLASKOV
M0000007835,CEFALOTINA,Antibiótico bactericida,GENFAR
M0000007836,CEFALOTINA,Antibacteriano, Cefalosporina de primera generación,CARLON
M0000007837,CEFAXONA IM E IV (CEFTRIAXONA) PISA,Antibiótico cefalosporínico,PISA
M0000007838,CEFAZOLINA,Antibiótico de amplio espectro,GENFAR
M0000007839,CEFDELTIME,Antibiótico,DELTA
M0000007840,CEFEPIME IM/IV,Cefalosporina de cuarta generación, Código ATC: J01DA24,BLAU
M0000007841,CEFOTAXIMA,Antibiótico cefalosporínico,GENFAR
M0000007842,CEFRADINA,Antibiótico de amplio espectro,GENFAR
M0000007843,CEFRADINA,Antibiótico Cefalosporínico de amplio espectro,RECIPE
M0000007844,CEFRADINA MK,Cefalosporina de primera generación,MK
M0000007845,CEFRAKOV,Antibiótico,BLASKOV
M0000007846,CEFREX,Antibiótico de amplio espectro,LABINCO
M0000007847,CEFTAZIDIMA,Antibiótico de amplio espectro,GENFAR
M0000007848,CEFTRIAXONA,Antibiótico Cefalosporínico de tercera generación, Amplio espectro,RECIPE
M0000007849,CEFTRIAXONA,Antibiótico de amplio espectro,GENFAR
M0000007850,CEFTRIAXONA,Antibiótico,BLASKOV
M0000007851,CEFTRIAXONA-SUMIXONA,Antibiótico,BLAU
M0000007852,CEFTRIDELT,Antibiótico de amplio espectro,DELTA
M0000007853,CEFUROXIMA,Antibiótico de amplio espectro,GENFAR
M0000007854,CEHALER,Antialérgico, Antihistamínico,APOTECARIUM
M0000007855,CELEBREX,Inhibidor específico de la enzima ciclooxigenasa-2,PFIZER
M0000007856,CELECOXIB,Antiinflamatorio no esteroideo, inhibidor COX-2 selectivo,RECIPE
M0000007857,CELECOXIB,Antiinflamatorio, Analgésico,GENFAR
M0000007858,CELECOXIB MK,Antiinflamatorio no esteroideo, COX 2 selectivo,MK
M0000007859,CELECTAN,Antiparasitario,FARMA COLOMBIA
M0000007860,CELESTONE,Corticosteroide,MSD
M0000007861,CELESTONE CRONODOSE,Corticosteroide sistémico de doble acción: inmediata y prolongada,MSD
M0000007862,CELESTONE INYECTABLE,Corticosteroide de acción inmediata,MSD
M0000007863,CELIA AR,Fórmula láctea en polvo con hierro y probióticos para lactantes,GRUPO LACTALIS
M0000007864,CELIA CONFORT,Fórmula láctea en polvo con hierro, probióticos y proteínas parcialmente hidrolizadas para lactantes,GRUPO LACTALIS
M0000007865,CELIA DEVELOP 1,Fórmula láctea de inicio en polvo con hierro y probióticos para lactantes,GRUPO LACTALIS
M0000007866,CELIA DEVELOP 2,Fórmula láctea de continuación en polvo con hierro y probióticos para lactantes,GRUPO LACTALIS
M0000007867,CELIA DEVELOP 3,Alimento lácteo infantil en polvo con probióticos, vitaminas y minerales para niños en etapa de crecimiento,GRUPO LACTALIS
M0000007868,CELIA EXPERT 1,Fórmula láctea de inicio en polvo con hierro, probióticos, ácidos grasos poliinsaturados de cadena larga DHA y ARA para lactantes de 0 a 6 meses,GRUPO LACTALIS
M0000007869,CELIA EXPERT 2,Fórmula láctea de continuación en polvo con hierro, probióticos, ácidos grasos poliinsaturados de cadena larga DHA y ARA para lactantes,GRUPO LACTALIS
M0000007870,CELIA EXPERT 3,Alimento lácteo infantil en polvo con probióticos, vitaminas, minerales y ácidos grasos poliinsaturados de cadena larga DHA y ARA, para niños en etapa de crecimiento,GRUPO LACTALIS
M0000007871,CELIA SIN LACTOSA,Fórmula láctea en polvo sin lactosa con hierro, probióticos, vitaminas y minerales para lactantes,GRUPO LACTALIS
M0000007872,CELLCEPT,Inmunosupresor,ROCHE
M0000007873,CENOZOIC (ACIDO ZOLEDRONICO) PISA,Hipercalcemia inducida por tumores, tratamiento de metástasis óseas osteolíticas, osteoblásticas y mixtas de tumores sólidos, lesiones osteolíticas del mieloma múltiple, conjuntamente con la terapia antineoplásica estándar,PISA
M0000007874,CERAZETTE,Anticonceptivo oral de solo progestágeno,MSD
M0000007875,CEREAL INF NESTUM BL YOGURT PERA MANZANA,Alimento a base de harina de trigo, con yogurt, probióticos y Frutas (Pera Manzana),NESTLE
M0000007876,CEREAL INFANTIL NESTUM BL 5 CEREALES,Alimento a base de Harina de trigo, cebada, avena, arroz y maíz con probióticos,NESTLE
M0000007877,CEREAL INFANTIL NESTUM BL ARROZ,Alimento a base de harina de arroz con probióticos, recomendado a partir de los 6 meses de edad como el primer cereal para el bebé,NESTLE
M0000007878,CEREAL INFANTIL NESTUM BL TRIGO C/FRUTAS,Alimento a Base de Harina de Trigo con Frutas (Manzana y Banano) y Probióticos,NESTLE
M0000007879,CEREAL INFANTIL NESTUM BL TRIGO MIEL,Alimento a base de harina de trigo y miel con probióticos,NESTLE
M0000007880,CEREAL INFANTIL NESTUM BL YOGURT FRESA,Alimento a base de harina de trigo, con yogurt, probióticos y Fresa,NESTLE
M0000007881,CEREAL INFANTIL NESTUM CERELAC,Alimento a base de harina de trigo y leche con Probióticos,NESTLE
M0000007882,CEREAL INFANTIL NESTUM VAINILLA,Alimento a base de cereales, sabor a vainilla y con probióticos,NESTLE
M0000007883,CERROKAST,Antagonista de Leucotrienos,COASPHARMA
M0000007884,CERTICAN,Inmunosupresor,NOVARTIS
M0000007885,CERVARIX,Vacuna contra el virus del papiloma humano Tipos 16 y 18 (recombinante con adyuvante AS04),GLAXOSMITHKLINE
M0000007886,CETIMER,Antihistamínico,MERCK S.A.
M0000007887,CETIRAX,Antialérgico,ABBOTT
M0000007888,CETIRAX D,Antihistamínico, antialérgico,ABBOTT
M0000007889,CETIRIZINA,Antialérgico,RECIPE
M0000007890,CETIRIZINA,Antihistamínico, Antialérgico,GENFAR
M0000007891,CETIRIZINA ECAR,Antihistamínico,ECAR
M0000007892,CETIRIZINA LA SANTE,Antihistamínico,LA SANTE
M0000007893,CETIRIZINA MK,Antihistamínico H1 no sedante,MK
M0000007894,CETREXON,Antiemético,BLASKOV
M0000007895,CETRIDAL JABON,Jabón antiséptico,QUIRUMEDICAS
M0000007896,CETRINE,Antialérgico, Antihistamínico,CHALVER
M0000007897,CETROTIDE,Antagonista de la GnRH,MERCK S.A.
M0000007898,CHAMPIX,Tratamiento de la cesación tabáquica,PFIZER
M0000007899,CHILDROX,Suplemento Dietario, Multivitaminico,KEVIPHARMA
M0000007900,CIALIS,CIALIS ®pertenece a un grupo de medicamentos denominados inhibidores de la fosfodiesterasa tipo 5,ELI LILLY
M0000007901,CIANOCOBALAMINA,Vitaminoterapia B12,SICMAFARMA
