codigo_medicamento,nombre_medicamento,grupo_medicamento
AW61098,Crema Dental Fluocardent Triple Acción  Max + Cepillo Tubo x 50mL (67g) (FP),AW6
AW30571,Pilopeptan WOMAN Champú Anticaida Pote x 250mL (FP),AW3
AW61108,Eucerin Baby Baño y Shampoo Para Cuerpo Y Cabello Pote x 250mL (FP),AW6
A020211,Esomeprazol 20 mg Tabletas Con Cubierta Entérica Colmed (Drog),A02
N020282,Dicasen 25/25mg Blister x 10 Comprimidos (Diclofenaco/tramadol) (FP),N02
AW61099,Crema Dental Fluocardent Triple Acción Max Tubo x 50ml (67g) (FP),AW6
AW61101,Crema Dental Proquident Kids Sin Fluor x100g (75mL) + Cepillo (FP),AW6
AW61102,Crema Dental Proquident Junior Plus Con Fluor x 75mL + Cepillo (+ 6 años) (FP),AW6
AW40355,Sundown Bloqueador Solar FPS50 Playa Y Piscina Frasco x 120 mL (FP),AW4
V060390,Klim prebio 3+  Polvo Para Reconstituir Bolsa x 1000 g (FP),V06
V060391,Enfamil Premium 2 Tarro x 800 g Polvo Para Reconstituir (FP),V06
M010340,Ketesse 25mg Tableta Recubierta (dexketoprofeno) (Drog),M01
N050201,Zopiclona 7.5 mg Tableta Humax (Institucional Drog),N05
M010341,Ibuprofeno 600 mg Tableta Coaspharma (Drog),M01
AW61110,Champu Tio Nacho Purificación Con Celulas Madre Pote x 415mL (FP),AW6
AW30573,Azelac RU Crema Gel Frasco x 50mL (FP),AW3
AW61114,Crema Dental Oral-B  3D White Mineral Clean Tubo x 75mL (FP),AW6
V030182,Mieltertos Jarabe Miel Y Propoleo Frasco x 240mL (FP),V03
AW61105,Crema Para Para Peinar Sedal Ceramidas Potex300ml (FS),AW6
AW61104,Champu Pantene Pro-V Fuerza y Reconstrucción Pote x 400mL (FP),AW6
AW61106,Champu Dove Nutricion + Fusion De Oleos Pote x 370 mL (FP),AW6
M030091,Tizanidina 2mg Blister x 10 Tabletas A.G (FP),M03
AW61041,Esenta x 1 Toallita (toallita Removedora De Adhesivo) Ref- 423281 (FP),AW6
V060379,Ensure CLINICAL Vainilla Tarro x 220mL (FP),V06
N080244,Xanax 0.75 mg/mL Solución Oral Frasco Gotero x 20 mL (600 gotas)  (Alprazolam) (FP),N08
P010111,Zelix 100mg/5mL Granulos Para Reconstitución A Suspensión Oral Frasco x 60mL (NItazoxanida) (FP),P01
BE20186,Ferula Bivalva Antebraquipalmar (Muñequera Doble Ferula) Ortho (Drog),BE2
AW61054,Champu Savital Sachet  x 25mL (FP),AW6
R050130,Dihidrocodeina Bitartrato 2.42mg/mL Suspension Oral Frasco x 120mL Bausch Health (Humax) (FP),R05
AP90201,Pastillero Semanal Desmontable Estuche x Unidad MP Health (FP),AP9
S010355,Quimox 0.5% Solucion oftalmica Frasco gotero x 5 mL (Moxifloxacina) [RG] (instituc Drog),S01
AW40346,2D Dermatology 5%/1% Emulsion Frasco x 30mL (Acido tranexamico/Acido kojico) (Drog),AW4
AW40347,Acid Mantle BABY Crema Tubo x 30g (FP),AW4
R060160,Fexofenadina 30 mg/5 mL Suspensión Oral Frasco x 150ml Tutti-Frutti Ecar (FP),R06
N020274,Fenalgex 325 mg/5 mg Tableta (Acetaminofen/Hidrocodona) (Institucional Drog),N02
AW61045,Crema Dental Colgate Luminous White LOVERS CAFE Tubo x 70g (FP),AW6
AP90200,Cortador De Pastillas MP Health x unidad (FP),AP9
H030059,Synthroid 88mcg Frasco x 90 Tabletas (Levotiroxina) (FP),H03
V030167,Ledmar 300mg Caja x 30 Capsulas (Calendula Officinalis) (Drog),V03
BE20188,Ortesis Tipo Brace Articulado Largo de Rodilla 60cm  Kamex Ref: 11000 (Drog),BE2
BE30209,Zapato Para Yeso ambidiestro Talla S # 33 Ref-  Kamex (Drog),BE3
BE10335,Media Gradiente Hombre Blanca 20-30 Talla M No-varix Ref-10105653 (Drog),BE1
AW40368,Eucerin Pigment Control FPS 50+ (Anti-Manchas) Sun Fluid Frasco x 50 mL (FP),AW4
N030196,Legabin 150mg Capsula (Pregabalina) [RG] (Institucional Drog),N03
AW61122,Sol-or Kids Sensitive SPF 50 Pote x 100 g (FP),AW6
R030192,Inflabon 50 mcg/dosis Solucion Para Inhalacion Frasco x 200d (10 mL) (Budesonida) (FP),R03
AW61118,Desodorante Old Spice Adventure Barra x 50 g (FP),AW6
AW61116,Arrurru Colonia Origianl Rosada Frasco x 60 mL (FP),AW6
C020065,Prazosina 1mg Caja x 30 Tabletas Expofarma (Drog),C02
AW30594,Lactovit Leche Corporal Reparadora Pote x 250 mL (FP),AW3
B030076,Herrex Fol 1000 100mg/1000mcg Caja x 30 Tabletas Recubiertas (Hierro polima/Acido Folico) (FP),B03
BE10336,Media Gradiente Hombre Cafe 15-20 Talla L No-varix Ref- 10106635 (FP),BE1
S010370,Systane Complete Gotas Lubircantes 0.6% Frasco x 10 mL (Propilenglicol) (Drog),S01
AW40360,Isdin Protector Labial SPF 30 Barra x 4g (FP),AW4
AW61117,Arrurru Colonia Original Azul Frasco x 60 mL (FP),AW6
BE10334,Media Gradiente Hombre Gris 20-30 Talla L No-varix Ref-10105645 (FP),BE1
AW61119,Desodorante Old Spice Sudor Defense Seco-Seco Gel x 80 g (FP),AW6
AW61120,Champu Savital Con Fusion Proteinas Y Sabila Bolsa x 100 mL (FP),AW6
N080255,Transtec 52.5 mcg/h (30mg) Parche (Buprenorfina) [RG] (FP),N08
J010530,Amoxicilina 875 mg Caja x 14 Tabletas Genfar (FP),J01
M010343,Atletics 1% Solución Tópica Spray Frasco x 90 mL (Diclofenaco) (Drog),M01
C090205,Cardik 3 160/10/12.5 mg Caja x 28 Tabletas Rec (Valsartan/Amlodipino/Hidroclorot [RG] (FP),C09
B030075,Anemikids 30 mg/5 mL Solución Oral Frasco x 120 mL (Hierro elemental) (FP),B03
V030184,Vegezym Frasco x 90 Capsulas (Minerales y vitaminas) Nutrabiotic (FP),V03
AW30580,Labial Humectante # 042 Barra x 4 g Samy (FP),AW3
A120121,DK-Mulsion Solucion Oral Gotas Frasco x 30 mL (Suplemento dietario) (FP),A12
AW61127,Sensodyne Limpieza Profunda Crema Dental Tubo x 90 g (FP),AW6
AW30592,Lapiz Delineador De Ojos Con Zacapuntas # 20 CARMIN Samy (FP),AW3
AW30588,Lapiz Delineador De Ojos Con Zacapuntas # 07 TABACO Samy (FP),AW3
AW61130,Crema Dental Proquident Dientes Sencibles Blanqueadora Tubo x 96g (FP),AW6
BE20204,Ortesis En Orthoplast O Similares A Medida O.T (Institucional Drog),BE2
AW40359,Cerave Crema Hidratante Piel seca Pote x 454g (FP),AW4
BE20203,Aditamento De Protesis Y Reparacion De Acolhado (Institucional Drog),BE2
AW61131,Crema Dental Colgate Triple Accion Tubo x 150 mL (FP),AW6
AW40364,Neutrogena Hydro Boost Hidratante Serum Frasco x 30 mL (FP),AW4
AW40365,Neutrogena Sun Fresh FPS 70 Protector Solar Facial Tubo x 40 g (FP),AW4
AW40367,Neutrogena Face Care Intensive Reparador Nocturno pote x 100 g (FP),AW4
N080256,Urbadan 20 mg Tableta (Clobazam) (FP),N08
D080043,Agua Oxigenada 3% Solucion Topica Frasco x 60 mL Coaspharma (FP),D08
N020283,Tramadol Clorhidrato 50mg Solucion Inyectable Ampolla x 1 mL Genfar (FP),N02
D110069,Acetato De Aluminio/Aloe/Colageno/Cannabis Locion Corporal Frasco x 120 mL Cosmenales (FP),D11
M010344,Glucosamina/Condroitina sulfato 1500 mg/1200 mg Polvo Granulado Sobre x 4.7g Colmed [RG]  (Drog),M01
A070141,Electrolit 30 mEq COCO Frasco x 625 mL (Eletrolitos Orales (FP),A07
AW40366,Neutrogena Purified Skin (Gel De Limpieza facial) Tubo x 60 g (FP),AW4
A100111,Forxiga 10 mg Caja x 28 Comprimidos (Dapagliflozina) [RG] (FP),A10
BA70038,Esenta Barrera Cutanea (skin Barrier) x Sobre (1 Toallita) Ref- 423282  (FP),BA7
N040049,Zintergia 100mg Capsula (Amantadina HCL) (Institucional Drog),N04
AW30575,Clear Way Cera Moldeadora Y Fijadora Con Biotina Y Minoxidil Pote x 100g (FP),AW3
AW61124,Acondicionador Savital Complejo Hialuronico Y Sabila Bolsa x 100 mL (FP),AW6
AW30584,Labial Liquido Mate # 08 Sahara Samy (FP),AW3
S010369,Dortim 2%/0.5% Solución Oftálmica Frasco Gotero x 6 mL (Dorzolamida/Timolol) [RG] (FP),S01
AW61129,Cepillo Colgate Gummy Sensitve Ultra Suave Kit x 2 Unidades (FP),AW6
AW61125,Crema Para Peinar Savital Complejo hialuronico Y Sabila Bolsa x 95 mL (FS),AW6
AW30581,Labial Humectante # 217 Barra x 4 g Samy (FP),AW3
A060100,Farmalax 3350 PEG Polvo Para Reconstituir Frasco x 160g (Polietilenglicol) (FP),A06
AW30579,Delineador Plumon Para Ojos NEGRO Samy (FP),AW3
AW30586,Lapiz Delineador De Ojos Con Zacapuntas # 03 CAFE Samy (FP),AW3
S010371,Freegen 0.5% Solucion Oftalmica Frasco Gotero x 15 mL (Carboximetilcelulosa) (Institucional Drog),S01
AW61132,Champu Pantene Restauración Pote x 400 mL (FP),AW6
AW30574,Agua De Rosas Micelar Desmaquillante Frasco x 500g Cosmenales (FP),AW3
AW30591,Rubor Compacto Sin Espejo Estuche x 4 g #4 SALMON Samy (FP),AW3
V060397,Similac 1 5HMO Polvo Para Reconstituir Lata x 800 g (FP),V06
AW30582,Labial Humectante # 218 Barra x 4 g Samy (FP),AW3
AW30583,Labial Liquido Mate # 02 Nude´N Sexy Samy (FP),AW3
AW30587,Lapiz Delineador De Ojos Con Zacapuntas # 06 NEGRO Samy (FP),AW3
AW30590,Rubor Compacto Sin Espejo Estuche x 4 g #2 VANITY Samy (FP),AW3
BE30222,Collar Cervical Tipo Philadelphia Talla M Tecnomed Ref-808200425042 (FP),BE3
AW61121,Flossers Adulto Con Cera Adulto Paquete x 40 Unodades Proquident (FP),AW6
AW30576,Crema Para Tatuajes Kanabis Tubo x 100 g TATTOO Cosmenales (FP),AW3
AW30577,Kroll K-5 Gel Extrafuerte Para Cabello Cojin x 100g (FP),AW3
AW61123,Crema Dental Colgate Total 12 ANTISARRO Tubo x 75 mL (FP),AW6
AW30589,Pestañina Transparente Mascara 3D Frasco x 9 g Samy (FP),AW3
BE30223,Collar Cervical Tipo Philadelphia Talla S Tecnomed Ref-808200 (FP),BE3
AW61128,Champu Tio Nacho Anti-Canas Henna Egipcia Pote x 415 mL (FP),AW6
BE20202,Brace De Sarmiento Miembro Superior O.T (Institucional Drog),BE2
AW61134,Acondicionador Dove 1 Minuto Concentrado Regenerador Pote x 170 mL (FP),AW6
A060099,Lass Suporsitorio De Glicerina 1.365g Pediatrico Sobre x 5 Unidades (FP),A06
AW30585,Labial Liquido Mate # 15 Revenge Samy (FP),AW3
A020212,Sucralfato 1g/5mL Suspension Oral Frasco x 200 mL Genfar (FP),A02
AW30593,Sombra Compacta Paleta  3 Colores #20 PRETTY PEACH Samy (FP),AW3
AW40363,A-Oxitive Contorno De Ojos Pote x 15 mL (FP),AW4
D060079,Merey 0.5g/4.35g  Unguento Tubo x 15g (Neomicina/oxido zinc) (FP),D06
AW30578,Locion Mentolada Con Cannabis Frasco x 120 mL Cosmenales (FP),AW3
AW61126,Deopies Antibacterial Hombre Spray Pequeño Pote x 180 mL (FP),AW6
V060396,Similac 2 5HMO Polvo Para Reconstituir Lata x 350 g (FP),V06
BE30221,Collar Cervical Tipo Philadelphia Talla L Tecnomed Ref- 808200 (Drog),BE3
G030159,Adella 2mg/0.03 mg Caja x 21 Tabletas Recubiertas (Clormadinona/Etinilestradiol) [RG] (FP),G03
AW40362,Cetaphil Serum Optimal Hidration Pote x 30 mL (FP),AW4
V030185,Fitostimoline 15%  Gel Tubo x 32 g (Triticum vulgare) (Institucional Drog),V03
AW61139,Desodorante Old Spice Mar Profundo Barra x 50 g (FP),AW6
AW40375,Atoopel Body Crema Corporal Hidratante Y Emoliente Pote x 200 mL (FP),AW4
N020287,Tramadol Clorhidrato 100 mg/mL Solución Oral Frasco x 10 mL (300 gotas) Genfar (Institucional Drog),N02
AA10151,Aguja Deshechable Hipodermica 26G X 1 Alfasafe Ref. AGHI015 (FP),AA1
BR20197,Jeringa 10 mL CON Rosca 3 partes Alfasafe Ref: JEHL005 (FP),BR2
BR20200,Jeringa Insulina  100 Unidades 27Gx1/2 x 1mL Alfa Safe JEHS002  (FS),BR2
AA10150,Aguja Deshechable Hipodermica 21G X 1 1/2  Alfasafe Ref. AGHI005 (FP),AA1
BR20196,Jeringa 5 mL con Rosca con Aguja # 21 Alfasafe Ref: JEHL004 (FP),BR2
BR20199,Jeringa 20 mL CON Rosca 3 Partes Alfasafe Ref: JEHL006 (FP),BR2
BE20206,Ortesis De Hombro  Neurologico OMO Neurexa (Ortho) (institucional Drog),BE2
N080260,Norspan 7 10 mcg/h (10mg/12.5cm2) Parche Transdermico (Buprenorfina) [RG] (FP),N08
V060399,Similac 2 5HMOS Caja x 1400 g (FP),V06
S010376,Optive Fusion 0.5%/0.9%/0.1% Sln oft Fo x 15 mL (Carboximet/Glicerina/Hialuronato) (Institucional D),S01
BE20207,Adaptador De Encaje A Medida (Orthop) (Institucional Drog),BE2
BE20208,Ferula Staxx #1 Ref KM241 Kamex (Drog),BE2
N020288,Imigran FDT 50 mg Tableta de Rapida Desintegración (Sumatriptan) (Institucional Drog),N02
AW50028,Condon Durex Maximo Placer Caja x 3 Unidades (FP),AW5
AW30607,Corrector De Ojeras Naranja SAMY # 6 Barra x 3 g (FP),AW3
AW40370,Cicalfate + (Plus) Spray Frasco x 100 mL (FP),AW4
A100113,Levemir 100 Unidades/mL (14.2 mg/mL) Solucion iny Lapicero x 3 mL(Insulina DETEMIR) [*-AR-RG] (FS),A10
A030204,Dicetel 100mg Blister x 14 Tabletas Recubiertas (Pinaverio Brom) (FP),A03
N020289,Dolex Bebes 1-24 Meses 32mg/mL Jarabe + gotero Frasco x 60mL (Acetaminofen) (FP),N02
AW30602,Polvo Compacto Piel MIxta A Grasa SAMY # 04 Tono Medium Tan Estuche x 9g (FP),AW3
R030194,B-cort  50 mcg/dosis Aerosol Bucal x 200dosis FRasco x 10mL  (Budesonida)(FP),R03
BG40155,HAND RUB GEL x 500 ml Valvula Cremera,BG4
AW40376,Isdin Hydration Ureadin Ultra 40 Gel Tubo x 30 mL (FP),AW4
AW40378,Chapstick Mocktail Collection Labial Paquete x 3 Sabores x 4 g (FP),AW4
AW30601,Sombra Compacta Paleta  3 Colores # 09 TRIO Samy (FP),AW3
N020292,Nodol Forte 325 mg/30 mg Tableta (Acetaminofen/Codeína) (Institucional Drog),N02
AW30605,Kit Para Cejas Perfect Brows # 2 SAMY Brunette Estuche x 4.1 g (FP),AW3
AW30606,Kit Para Cejas Perfect Brows # 1 SAMY Blonde Estuche x 4.1 g (FP),AW3
AP90220,Inhalocamara Adulto (Biolife) Ref.B502700 (FP),AP9
AC51377,Canula Nasal de Oxigeno Adulto Corta (2 metros) Biolife Ref: B501000 (FP),AC5
AC51380,Micronebulizador Adulto Biolife (FP),AC5
S010377,Fluomax 0.1% Suspension Oftalmica Frasco Gotero x 5 mL (Fluorometalona) (Institucional Drog),S01
N020290,Relpax 40mg caja x 12 Tabletas (Eletriptano) (FP),N02
AW50027,Condon Durex Invisible Caja x 3 Unidades (FP),AW5
AW40379,Serum Nutritivo SAMY Frasco Gotero x 30 mL (FP),AW4
AW40380,Serum Hidratante SAMY Frasco Gotero x 30 mL (FP),AW4
AW30604,Polvo Compacto Piel Mixta A Grasa SAMY # 01 Tono Fair Tan Estuche x 9g (FP),AW3
AP90221,Incentivo Respiratorio Adulto (3 bolas) Biolife Ref: B502600 (Drog),AP9
AP90222,Bolsa Drenaje Urinario Pediatrica (BIOLIFE) Ref.B402010 (FP),AP9
AC51376,Canula Nasal Oxigeno Adulto Larga (7 metros) Ref: B501050 (FP),AC5
AC51378,Canula Nasal de Oxigeno Pediatrica Corta (2 metros) Biolife Ref: B501300 (FP),AC5
AC51379,Canula Nasal de Oxigeno Neonatal (2 metros) Biolife Ref: B501200 (FP),AC5
AW61142,Polvo De Almidon Johnson Pote x 100 g (FS),AW6
AP90219,Inhalocamara Pediatrica Ref. B502800 Biolife FP),AP9
AW61144,Hilo Dental Oral-B Satin Tape Menta Rollo x 25 metros (FP),AW6
N070056,Betahistina 16 mg Tableta Momenta (Institucional Drog),N07
N020294,Acupan 20mg Solucion Inyectable Ampolla x 2 mL (Nefopam) (FP),N02
AW61156,Sensodyne Crema Dental Proteccion Completa (Extra Blanqueadora) Tubo x 50g (FP),AW6
D010072,Talco Neofungina Active Pote x 40g (FP),D01
N010081,Lidocaina/Hidrocortisona Acetato  5 g/0.28 g Ungüento Rectal Tubo x 10 g Ropsohn (FP),N01
AW40398,Lubriderm Humectacion Delicada Pote x 400mL (FP),AW4
AW30616,Asepxia Esponja Jabon Barra x 80g (FP),AW3
V060404,Leche Klim 1+ Miel 1 a 3 Años Bolsa x 1000g (FP),V06
N050210,Ilimit 1mg/mL Solucion Oral Frasco x 150 mL (aripiprazol) (Drog),N05
R050134,Bisolvon Tos Seca 2mg/mL Jarabe Frasco x 120mL  (Dextrometorfano Hidrobromuro) (FP),R05
AW40399,Lubriderm Humectacion Delicada Pote x 200 mL (FP),AW4
N020296,Dolex 7+ 250 mg/5 mL Suspensión Oral Frasco x 120 mL (Acetaminofen) (FP),N02
D100069,Difenz 4%/0.1%/0.05% Crema Tópica Tubo x 30g (Hidroquinona/Mometasona/Acido Retinoico) (FP),D10
V060400,Vitamix  15 Caja x 30 Sobres x 30 g (FP),V06
AW61143,Crema Dental Oral-B  3D White Perffect Caja  Tubo x 75 mL (FP),AW6
V030199,Coraessens Frasco x 90 Cpasulas (suplemento Dietario) (FP),V03
V030200,Neuressens Solucion Oral Gotas Frasco x 30 mL (suplemento Dietario) (FP),V03
BE20212,Ortesis Tipo Spica De Pulgar Larga A Medida Orth T (Institucional Drog),BE2
AW40384,Avene Cleanance Women Cuidado Noche Alisador  Frasco x 30 mL (FP),AW4
N060246,Escitalopram 10mg Comprimido Recubierto Genfar (Institucional Drog),N06
A020214,Prazed 20mg Caja x 30 Capsulas (Omeprazol) (FP),A02
AW40387,Crema Sicuida Reparadora Pote x 500g (FP),AW4
AW40369,Eucerin Pigment Control Tinted Tono Medio FPS50+ pote x 50 mL (FP),AW4
AW40386,Almipro Emoliente Crema Para El Cuerpo Frasxo x 200g (FP),AW4
AW40381,Isdin Fusion Water Magic Fotoprotector Sin Color SPF 50 Frasco x 50mL (FP),AW4
N020284,Naramig 2.5mg Tabletas Recubiertas (Naratriptan)  (RG) (Drog),N02
AW61151,Almohaditas Desmaquilladoras Multiusos Divina Paquete x 90 Unidades (FP),AW6
R020013,Noxpirin  Garganta MENTA 1.4g/100mL Spray Frasco x 120 mL (fenol) (FP),R02
N050208,Melatonina 3 mg Frasco x 60 Tabletas Funat (FP),N05
D070134,Desonida 0.05% Emulsion Topica Frasco x 120 mL Siegfried (Institucional Drog),D07
N030198,Lyrica 75mg Blister x 10 Capsulas (Pregabalina) [RG] (FP),N03
BE30225,Protesis Pasiva En Silicona 1 Dedo A Medida Ortho (Institucional Drog),BE3
AW40373,Melanoderm Crema Antioxidante Crema Tubo x 120 g (FP),AW4
AA10152,Aguja Deshechable Hipodermica 18G X 11/2 Alfasafe Ref. AGHI003 (FP),AA1
BR20198,Jeringa 3 mL Con Rosca Alfasafe Ref: JEHL002 (FP),BR2
N080261,Norspan 7 20mcg/h (20mg/25cm2) Parche Transdermico (Buprenorfima) [RG] (FP),N08
R020014,Noxpirin Garganta CEREZA 1.4g/100 mL Spray Frasco x 120mL (Fenol) (FP),R02
BA60093,Barrera Natura Moldeable Convexa Medium 45mm (Estoma 22-33mm) Ref: 404593 (FP),BA6
H030066,Eutirox 50 mcg Blister x 25 Tabletas ( Levotiroxina sódica ) (FP),H03
AW61154,Acondicionador Pantene Bambu Pote x 400ml (FS),AW6
AW40385,Sol-or Family SPF 50+Resistente Al Agua Tubo x 120g (FP),AW4
AW61157,Polvo Mexsana Antibacterial Tarro x 300g+85g (FP),AW6
AW61158,Copitos Biodegradables M.K Pote x 140 Unidades (FP),AW6
D070137,Desonida 0.05% Emulsion Topica Frasco x 120mL Medihealth (FP),D07
AW61159,Ambientador Glade Campos De Lavanda Frasco x 275mL (FP),AW6
BA30222,Aquacel Foam Pro ADH Aposito x 19.8 cm x 14 cm Talón Ref- 422356 (FP),BA3
BL20191,Sonda Nelaton # 4 Medex (Sonda Ureteral Corta Duracion) (FP),BL2
A070145,Hidraplus Zinc 75 Frasco x 400mL UVA (Electrolitos Orales) (FP),A07
AW61160,Odontix Enjuague Bucal Frasco x 180 mL (Cloruro De Cetilpiridinio/Provitamina B5) (FP),AW6
R060181,Loratadina 1 mg/ mL (0.1%) Jarabe Frasco x 100mL Genfar (FP),R06
AW30603,Polvo Compacto Piel MIxta A Grasa SAMY # 03 Tono Medium Estuche x 9g (FP),AW3
AW30608,Corrector De Ojeras Claro  SAMY # 1 Barra x 3 g (FP),AW3
AP90223,Bolsa Drenaje Urinario Adulto (BIOLIFE) Ref. B402002 (FP),AP9
AC51381,Micronebulizador Pediatrico Biolife (FP),AC5
R010082,Rinosal 0.05% Spray Nasal Frasco Atomizador x 18 g (140 dosis) (Mometasona) [RG] (insti Drog),R01
R030196,Trelegy Ellipta 100 mcg/62.5 mcg/25 mcg Polvo Inh x 30 dos (Fluticasona/Umeclidinio/Vilanterol) (FP),R03
AW30609,Polvo Compacto Iluminador Dripping Indiamonds Samy Estuche x 9.5g (FP),AW3
N080262,Primidona 250 mg Tableta FNE (FP),N08
R060180,Levotrex 2.5mg/5mL Jarabe Frasco x 120mL (levocetirizina Diclorhidrato) (FP),R06
N060249,Escitrolam 20mg Tableta (Escitalopram) (Institucional Drog),N06
A070146,Rifaximina 550 mg Blister x 7 Tabletas Recubiertas Ecar (FP),A07
N020297,Tramadol Clorhidrato 100mg/mL Solucion Oral Gotas Frasco x 10 mL Ecar (Drog),N02
M010348,Etorimed 90mg Tableta Recubierta (Etoricoxib) (institucional Drog),M01
M020040,Forz 7g/100g Crema Topica Tubo x 30 g (salicilato De Metilo) (Drog),M02
D110073,Cromus 0.03% Unguento Tubo x 30 g (Tacrolimus) [RG] (FP),D11
C090206,Entresto 100mg (48.6mg/51.4mg) Caja x 60 Tabletas (Sacubitrilo/Valsartan) (RG) (FP),C09
J010536,Unasyn 750mg Tableta (Sultamicilina) (Drog),J01
AW61137,Repuesto Cepillo Electrico Oral-B Cars Caja x 2 Unidades (FP),AW6
BE20205,Mulleta Canadiense Graduable (Institucional Ref-20907693 Drog),BE2
AW40372,Nopikex Repelente Niños Liquido Atomizador Frasco x 120 mL (FP),AW4
M030094,Airflex 2mg Tableta (Tizanidina) (institucional Drog),M03
AW30597,Hielo Mineral Gel Pote x 460 g (FP),AW3
M030096,Paralgen 8 mg Tableta (Tiocolchicosido) (Institucional Drog),M03
AQ40202,Dispensador HAND RUB GEL 850 ml Valvula Descartable Ref. MS0402001059 West,AQ4
AW20233,Pañal Winny PANTS Etapa 5 (XXG) Paquete x 30 Unidades (FP),AW2
BE20210,Valvula A Medida (Accesorio Protesis Pierna) TT-1C11 Otho (Institucional Drog),BE2
M030098,Ciclobenzaprina 10 mg Tableta Momenta (Institucional Drog),M03
N070057,Verum 8 mg Tableta (Betahistina) (Institucional Drog),N07
AT10100,Guante Latex Esteril Libre de Talco Talla 6 Ref- GULS012 ALFASAFE (FP),AT1
AT10102,Guante Latex Esteril Libre de Talco Talla 7 Ref-GULS002 ALFASAFE (FP),AT1
G040121,Vyasil 50 mg caja x 2 Tabletas Recubiertas (Sildenafil) (FP) [VMR],G04
BG40157,HAND RUB GEL Bolsa x 850 ml Valvula Descartable,BG4
AW61140,Champu Pantene  Control Caida Bambu Pote x 200 mL (FP),AW6
N060244,Lexapro 10 mg Caja x 28 Comprimidos Recubiertos (Escitalopram) (FP),N06
BE20209,Ortesis De Tobillo En Fibra De Carbono (Walk-On Flex) Ortho (Institucional Drog),BE2
V060401,Enfamil  Premiun 1 Polvo Para Reconstituir Tarro x 375 g (FP),V06
AW30612,Crema Divina Blanqueadora Despigmentante Pote x 60 g (Arbutina/Acido kojico) (FP),AW3
AW61146,Talco Powder Soft Familiar Pote x 625 g Yoky (FP),AW6
AW61148,Talco Para Pies Yoky Fresh Pote x 300 g (FP),AW6
M010349,Naproxeno 500mg tableta Genfar (Institucional Drog),M01
D110070,Minoxidil Forte 5% (5g/100 mL) Solución Tópica Frasco x 60 mL Genfar [VMR] (FP),D11
D110071,Minoxidil 2% Solucion Topica Frasco x 60 mL Genfar (VMR) (FP),D11
AW61145,Copitos Pote x 300 Unidades Yoky (FP,AW6
AW30613,Repelente Locion Eucalipto Y Mentol Spray x 120 mL Yoky (FP),AW3
AW61149,Talco Para PIes Yoky Fresh Pote x  85 g (FP),AW6
V030188,Gastressens Frasco x 90 Capsulas (suplemento Dietario) (FP),V03
V030189,Inmunoplex Frasco x 90 Capsulas (Suplemento Dietario) (FP),V03
V030190,Calmessens Frasco x 60 Capsulas (Suplemento Dietario) (FP),V03
S010378,Cromoglicato De Sodio 2% (20mg/mL) Solucion Oftalmica Frasco x 5 mL (100 Gotas) Expofarma (Drog),S01
A080012,Orlistat 120 mg Blister x 10 Capsulas Genfar [RG] (FP),A08
AT10101,Guante Latex Esteril Libre de Talco Talla 6.5 Ref- GULS001ALFASAFE (FP),AT1
AT10103,Guante Latex Esteril Libre de Talco Talla 7.5 Ref- GULS003 ALFASAFE (FP),AT1
AW30611,Acetato De Aluminio Locion Pote x 500 mL Yoky (FP),AW3
AW30614,Repelente Locion Yoky Kids Eucalipto Y Mentol Frasco x 120 mL (FP),AW3
AW61147,Talco Para Pies Yoky Fresh Pote x 150 g (FP),AW6
AW61150,Cepillo Para Protesis Dentoline Estuche x 1(FP),AW6
N060245,Cilopram-10mg caja x 28 Tabletas Recubiertas (Escitalopram) (FP),N06
P020042,Ivermectina 6 mg/mL (6%) Solucion Oral Gotas Frasco x 5 mL (150 gotas) Genfar (Drog),P02
C050053,Daflon 1000 mg Caja x 30 Comprimidos Recubiertos (Diosmina 900mg/Hesperidina 100mg) (RG) (FP),C05
AW40383,Eucerin Hydro Fluid Facial FPS 50+ Frasco x 50 mL (FP),AW4
V060402,Kola Granulada JGB Tarrito Rojo Pote x 380g (FP),V06
AW30615,Isdin Reparador Labial Fluido Con Acido Hialuronico Tubo x 10mL (FP),AW3
AW40388,Cerave Gel Limpiador Espumoso Frasco x 473 mL (FP),AW4
N080264,Samexid 30mg Capsula (Lisdexanfetamina) [RG] (FP),N08
AW61152,Champu Nutribela Celulas Madre Sachet x 18 mL (FP),AW6
AW61153,Champu Nutribela Enzimoterapia Sachet x 18 mL (FP),AW6
AO51589,Cocas Recolectoras De Leche Caja x 2 Unidades Yoky (FP),AO5
BE20213,Ortesis Para Tunel Carpiano A Medida (Manu Arexa) Orthop (Institucional Drog),BE2
AW40394,Cerave Locion Hidratante Piel Seca Pote x 236 mL (FP),AW4
AW40395,Cerave Crema Hidratante Facial Tubo x 52 mL (FP),AW4
N060248,Zolof 50mg Caja x 30 Tabletas Recubiertas (Sertralina) (FP),N06
V030203,Multiessens Minerales Frasco x 60 Tabletas (Suplemento Dietario) (FP),V03
AW40393,Cerave Crema Reparadora De Manos Pote x 50 mL (FP),AW4
AW40396,Cerave Crema Reparadora Contorno De Ojos Tubo x 14 mL (FP),AW4
C090210,Coveratrix 5mg/1.25mg/5mg Frasco x 30 Comprimidos (Perindopril/Indapamida/Amlodipino [RG] [(FP),C09
V030202,Buscamint 0.2mL Caja x 12 Capsulas Blandas (Aceite de Menta) (FP),V03
